entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
532580930,2013,2014-01-28,,,0
1074043626,2013,2015-06-09,2.0,,11
408215553,2013,2015-06-26,,,0
871120598,2014,2015-12-23,,,0
616014124,2014,2015-04-12,,,0
1094485325,2014,2015-01-11,8.0,,0
620868429,2013,2015-10-03,9.0,,0
335693175,2017,2018-04-12,12.0,4.0,11
1090847978,2017,2018-07-03,265.0,131.0,11
855400778,2016,,,,18
644394656,2017,2018-02-08,11.0,2.0,11
545113005,2018,2019-01-13,53.0,30.0,0
831141326,2018,2019-05-27,10.0,,11
335693175,2018,2019-04-18,9.0,,11
322394797,2018,2019-08-05,10.0,4.0,13
1111922976,2018,2019-10-12,25.0,9.0,11
1090847978,2018,2019-06-14,242.0,118.0,11
408215553,2018,2019-05-11,14.0,9.0,11
408215553,2017,2019-04-11,17.0,16.0,11
620868429,2018,2019-09-29,9.0,2.0,11
1197260202,2018,2019-10-16,10.0,9.0,11
1139378624,2014,2015-10-12,,,0
787246286,2014,2015-05-27,16.0,,0
1187165635,2017,2018-09-16,25.0,11.0,11
8485337,2016,2017-07-14,8.0,3.0,11
1227147497,2015,2016-12-25,10.0,,11
103517987,2016,2017-01-05,8.0,8.0,9
103517987,2017,2018-05-03,9.0,3.0,9
1018283505,2014,,12.0,,11
848068003,2014,,,,11
1171087251,2014,,,,9
649944968,2015,2018-11-02,6.0,,13
649944968,2014,2018-05-02,6.0,,13
1031153973,2017,2018-07-24,3.0,6.0,11
1018283505,2015,,5.0,,11
848068003,2015,,,,11
1171087251,2015,,,,9
1187165635,2014,2015-03-28,23.0,,0
95375757,2015,2016-10-22,,,0
29767348,2014,2015-09-03,10.0,,0
1031153973,2014,2015-05-09,,,0
1031153973,2013,2015-01-09,,,0
530649537,2013,2015-03-27,,,0
787246286,2013,2015-08-27,11.0,,0
1227147497,2014,2015-09-08,,,0
1139378624,2016,2017-08-20,25.0,14.0,0
8485337,2013,2017-07-14,8.0,,11
1031153973,2016,2017-06-28,4.0,8.0,11
95375757,2016,2017-10-05,10.0,8.0,11
1018283505,2016,,,,18
848068003,2016,,,,11
1171087251,2016,,,,18
1187165635,2015,2016-08-16,20.0,,0
95375757,2014,2015-12-20,10.0,,0
8485337,2014,2017-06-14,8.0,,11
927152330,2016,,,,11
103517987,2013,2016-02-21,,,5
848068003,2013,2015-04-26,,,5
787246286,2016,2017-06-23,15.0,9.0,11
787246286,2017,2018-12-25,8.0,12.0,11
8485337,2015,2017-11-14,10.0,,11
927152330,2015,,,,11
1187165635,2013,2014-08-22,15.0,,0
29767348,2013,2015-07-03,9.0,,0
103517987,2014,2016-04-21,,,5
1139378624,2015,2016-11-01,,,0
434369652,2014,2015-03-30,,,0
1227147497,2013,2015-08-19,,,0
649944968,2017,2018-09-02,6.0,7.0,13
927152330,2017,,19.0,,11
103517987,2015,2016-06-21,,,5
530649537,2014,2015-02-27,,,0
787246286,2015,2017-01-23,8.0,,11
8485337,2017,2018-02-13,9.0,4.0,9
1227147497,2016,2017-08-25,13.0,6.0,11
1227147497,2017,2018-06-21,13.0,10.0,11
649944968,2016,2018-06-02,10.0,3.0,13
649944968,2013,2018-08-02,10.0,,13
1018283505,2017,,,,18
1127446955,2014,2015-03-29,,,4
1031153973,2015,2016-09-19,,,0
362523435,2014,2015-02-04,,,0
1187165635,2016,2017-11-20,21.0,7.0,0
1139378624,2017,2018-07-11,15.0,9.0,15
95375757,2017,2018-02-08,6.0,4.0,11
1018283505,2013,,10.0,,11
848068003,2017,,,,11
1171087251,2013,,,,9
1018283505,2018,2019-09-12,6.0,6.0,0
787246286,2018,2019-07-15,17.0,7.0,0
103517987,2018,2019-09-30,10.0,8.0,9
1139378624,2018,2019-10-27,5.0,3.0,10
1227147497,2018,2019-08-23,5.0,8.0,11
1031153973,2018,2019-01-25,9.0,3.0,11
95375757,2018,2019-07-27,9.0,4.0,11
951648892,2014,2015-01-20,,,0
1132585533,2013,2014-02-23,,,0
439588592,2015,2016-11-27,,,0
1174164290,2016,2017-11-20,5.0,2.0,0
1132585533,2017,2018-01-15,55.0,16.0,11
1031716664,2016,2017-01-31,10.0,1.0,11
1031716664,2015,2017-02-28,9.0,,11
1152308541,2016,2017-02-28,4.0,2.0,11
265543412,2017,2018-02-28,7.0,,11
265543412,2014,2018-11-29,7.0,,11
198645614,2017,2018-10-24,1.0,7.0,11
401234206,2016,2017-09-18,11.0,8.0,11
401234206,2015,2016-08-26,6.0,,11
978827451,2016,2017-08-14,3.0,2.0,11
652250551,2017,,,,11
14658789,2017,,,,18
191207011,2014,2015-08-21,2.0,,3
786961077,2014,2015-10-12,,,0
78281172,2015,2016-12-23,,,0
465287457,2013,2016-03-05,7.0,,13
620500307,2017,2018-06-17,7.0,5.0,11
265543412,2015,2018-11-29,2.0,,11
265543412,2016,2018-01-29,7.0,,11
1094770755,2016,2017-05-21,4.0,1.0,11
1113017293,2013,2018-10-29,15.0,,11
21702078,2017,2018-02-26,8.0,3.0,11
254160203,2017,2018-02-18,11.0,5.0,11
652250551,2015,,,,11
14658789,2015,,,,11
936352630,2018,,20.0,,0
21702078,2018,,,,0
39306954,2014,2015-12-01,140.0,,0
1154191793,2014,2015-03-18,,,0
766344392,2013,2015-03-07,,,0
982196289,2015,2016-03-18,,,0
1152308541,2013,2014-08-17,,,0
1152308541,2015,2016-08-29,,,0
1152308541,2014,2015-02-23,,,0
615613250,2016,2017-10-20,12.0,7.0,0
465287457,2015,2016-11-05,7.0,,13
615613250,2015,2016-04-18,12.0,,11
1132585533,2015,2016-06-30,11.0,,11
1132585533,2016,2017-03-01,24.0,4.0,11
198645614,2016,2017-01-03,9.0,4.0,11
1094770755,2017,2018-09-25,9.0,4.0,11
1094770755,2015,2017-09-21,3.0,,11
21702078,2016,2017-03-28,7.0,7.0,11
652250551,2016,,,,11
14658789,2016,,,,18
652250551,2014,2015-05-23,,,0
620500307,2015,2016-05-18,,,0
465287457,2014,2016-12-05,8.0,,13
1154191793,2015,2017-06-20,9.0,,11
265543412,2013,2018-03-29,2.0,,11
198645614,2013,2017-06-03,11.0,,11
951648892,2015,2016-08-12,3.0,,13
951648892,2016,2017-06-25,8.0,2.0,13
228182297,2015,2017-03-19,7.0,,11
31354588,2017,2018-10-07,1.0,,9
21702078,2015,2016-12-16,9.0,,11
254160203,2015,2017-08-23,10.0,,11
978827451,2015,2017-11-14,4.0,,11
39306954,2013,2015-05-01,,,0
1001226199,2014,2015-05-19,,,0
1001226199,2015,2016-08-27,,,0
786961077,2015,2016-12-26,,,0
78281172,2013,2014-02-26,,,0
78281172,2014,2015-07-12,,,0
982196289,2013,2014-11-20,,,0
1031716664,2014,2015-10-18,,,4
620500307,2013,2014-01-15,,,0
620500307,2014,2015-05-05,,,0
1154191793,2017,2018-03-16,11.0,5.0,11
1154191793,2016,2017-10-20,10.0,7.0,11
1152308541,2017,2018-02-28,11.0,6.0,11
198645614,2015,2017-04-03,4.0,,11
198645614,2014,2017-04-03,9.0,,11
859307071,2017,2018-12-20,4.0,3.0,11
859307071,2016,2017-03-06,11.0,7.0,11
982196289,2016,2017-11-03,4.0,9.0,11
936352630,2013,2016-09-30,28.0,,11
936352630,2015,2016-04-30,22.0,,11
1174164290,2017,2018-04-20,10.0,1.0,11
376483949,2013,2014-04-20,,,0
191207011,2013,2014-01-23,4.0,,0
669720279,2013,2015-08-21,,,0
254160203,2014,2015-08-25,,,0
982196289,2014,2015-12-07,6.0,,0
766344392,2014,2015-05-07,,,0
615613250,2017,2018-10-24,10.0,2.0,11
31354588,2014,2018-10-07,6.0,,9
39306954,2016,2017-05-17,172.0,94.0,11
1154191793,2013,2015-10-18,,,0
786961077,2013,2015-01-12,,,0
669720279,2014,2015-12-21,,,0
439588592,2014,2015-03-29,,,0
254160203,2013,2015-05-25,,,0
1094770755,2013,2015-12-30,,,0
14658789,2014,2015-01-27,,,0
1094770755,2014,2015-11-30,,,0
1031716664,2017,2018-09-30,9.0,4.0,11
228182297,2016,2017-09-19,9.0,2.0,11
39306954,2015,2016-06-28,165.0,,11
401234206,2017,2018-05-30,6.0,2.0,11
978827451,2017,2018-06-05,5.0,9.0,11
1001226199,2017,2018-11-17,2.0,1.0,11
1132585533,2014,2015-11-30,,,0
439588592,2013,2015-06-29,,,0
620500307,2016,2017-01-20,9.0,1.0,0
465287457,2016,2017-06-20,7.0,9.0,6
465287457,2017,2018-09-09,9.0,3.0,13
786961077,2016,2017-06-03,75.0,34.0,11
786961077,2017,2018-02-06,63.0,19.0,11
951648892,2017,2018-11-28,8.0,7.0,13
859307071,2015,2016-09-24,9.0,,11
228182297,2017,2018-03-12,10.0,4.0,11
982196289,2017,2018-11-08,3.0,9.0,11
31354588,2016,2018-01-07,9.0,,9
31354588,2015,2018-08-07,0.0,,9
31354588,2013,2018-09-07,6.0,,9
39306954,2017,2018-01-25,157.0,78.0,11
936352630,2016,2017-07-27,21.0,17.0,11
936352630,2014,2016-05-30,20.0,,11
936352630,2017,2018-02-28,17.0,20.0,11
254160203,2016,2017-04-23,5.0,5.0,11
1001226199,2016,2017-07-26,10.0,4.0,11
1154191793,2018,2019-02-26,7.0,2.0,0
1132585533,2018,2019-03-11,49.0,21.0,0
1152308541,2018,2019-02-21,10.0,5.0,0
1031716664,2018,2019-02-13,6.0,1.0,0
978827451,2018,2019-03-11,5.0,4.0,0
465287457,2018,2019-06-20,5.0,,13
951648892,2018,2019-03-17,9.0,7.0,13
254160203,2018,2019-11-25,10.0,0.0,11
265543412,2018,2019-06-17,8.0,5.0,11
39306954,2018,2019-06-24,147.0,,11
620500307,2018,2019-10-16,12.0,,11
786961077,2018,2019-07-08,52.0,36.0,11
859307071,2018,2019-11-17,12.0,5.0,11
1001226199,2018,2019-04-29,8.0,5.0,11
982196289,2018,2019-04-28,7.0,8.0,11
1094770755,2018,2019-02-22,9.0,6.0,11
615613250,2018,2019-06-20,4.0,,11
401234206,2018,2019-09-22,8.0,9.0,11
228182297,2018,2019-08-23,6.0,6.0,11
1174164290,2018,2019-06-30,9.0,0.0,11
94628547,2018,2019-07-12,7.0,9.0,11
94628547,2017,2019-10-12,11.0,1.0,11
919821609,2018,2019-06-13,8.0,2.0,11
654589853,2017,2019-09-24,3.0,3.0,11
654589853,2018,2019-07-24,9.0,3.0,11
652250551,2018,2019-12-14,7.0,5.0,9
1140496964,2013,2015-01-29,,,2
609343642,2015,2016-02-16,,,2
1088273481,2015,2016-03-21,,,2
130780621,2013,2015-08-25,,,3
839764982,2014,2015-04-04,,,3
493365356,2015,2016-12-30,,,3
19455763,2013,2014-05-13,11.0,,2
526915058,2015,2016-04-24,,,2
270532483,2014,2015-06-04,,,2
656666928,2013,2015-06-07,,,2
839828255,2013,2014-01-27,,,2
758849273,2013,2015-10-10,10.0,,2
793145101,2013,2014-03-28,,,2
155216573,2013,2015-07-19,18.0,,2
973459989,2014,2015-01-23,,,2
946798357,2013,2015-05-14,,,7
703809235,2015,2016-01-01,,,2
364342086,2014,2015-03-27,9.0,,2
383153184,2014,2015-01-23,5.0,,2
702968059,2014,2015-07-13,13.0,,2
283622537,2015,2016-03-31,,,2
1131833,2014,2015-11-30,,,2
450025838,2013,2015-08-21,,,2
646673895,2014,2015-07-09,7.0,,22
598198250,2015,2016-08-29,20.0,,2
941347401,2014,2015-04-09,7.0,,2
538786780,2013,2015-05-29,17.0,,2
496737215,2015,2016-07-18,,,2
1074790801,2013,2014-12-06,11.0,,2
949272101,2014,2015-01-21,7.0,,2
686166412,2014,2015-02-25,,,2
635673861,2015,2016-01-27,,,2
127639160,2014,2015-04-10,,,2
50478809,2015,2016-07-14,2.0,,7
422459086,2014,2015-03-20,,,2
365691958,2015,2016-04-23,,,2
1115890420,2015,2016-09-18,,,2
538786780,2015,2016-10-14,,,2
217067831,2013,2015-09-19,,,2
1074790801,2014,2015-07-27,11.0,,2
1228040547,2013,2015-09-21,,,2
1191515307,2014,2015-11-27,,,7
38363655,2014,2015-04-04,,,3
1101709480,2014,2015-08-19,,,2
902926747,2015,2016-07-18,13.0,,22
1015725051,2013,2015-06-03,,,2
1191515307,2015,2016-03-29,,,2
557586732,2014,2015-09-28,,,2
309206832,2014,2015-06-05,,,2
155368557,2016,2017-05-20,8.0,4.0,2
941804680,2016,2017-03-20,5.0,1.0,2
839764982,2016,2017-09-20,6.0,4.0,29
93543846,2016,2017-11-20,9.0,1.0,29
459684640,2016,2017-09-20,61.0,23.0,2
337195177,2016,2017-02-20,105.0,22.0,2
842352509,2016,2017-10-22,8.0,9.0,26
768209460,2016,2017-09-20,20.0,8.0,2
1092452475,2017,2018-04-16,1.0,6.0,22
493365356,2017,2018-11-10,3.0,11.0,22
509650681,2015,2017-07-19,6.0,,22
901419980,2017,2018-09-10,65.0,10.0,22
161921296,2016,2017-08-20,12.0,8.0,22
217067831,2017,2018-12-31,3.0,,22
630784925,2016,2017-06-18,5.0,9.0,22
1074790801,2017,2018-01-19,4.0,9.0,22
155216573,2016,2017-04-21,12.0,6.0,22
635673861,2017,2018-04-23,6.0,1.0,22
1069120381,2016,2017-04-25,7.0,10.0,22
455186749,2016,2017-12-16,38.0,,22
364342086,2017,2018-05-22,13.0,4.0,22
1088273481,2017,2018-02-08,9.0,6.0,22
130780621,2016,2017-12-27,7.0,3.0,22
2126661,2016,2017-01-10,39.0,22.0,22
19455763,2017,2018-09-25,3.0,1.0,15
283130984,2016,2017-07-19,8.0,7.0,22
1215695547,2017,2018-06-17,3.0,9.0,22
500878700,2015,2016-11-09,7.0,,22
538786780,2017,2018-01-16,12.0,10.0,22
615117596,2017,2018-11-28,7.0,4.0,22
973459989,2016,2017-03-25,5.0,3.0,22
747360950,2016,2017-02-21,9.0,,24
380934662,2017,2018-03-06,11.0,4.0,22
736167810,2014,,,,29
70094255,2016,2017-01-06,5.0,2.0,22
484092040,2016,,6.0,,29
329936792,2017,2018-10-09,12.0,4.0,22
434366847,2014,,18.0,,29
807853643,2017,2018-05-17,11.0,4.0,22
620142491,2017,2018-11-11,9.0,3.0,22
553181905,2017,,,,15
671103953,2017,,,,22
329936792,2015,2016-05-07,11.0,,22
333660563,2013,2014-05-16,,,2
28899692,2015,2016-03-15,,,2
393460655,2014,2015-02-24,,,2
1225991575,2015,2016-11-29,,,2
941804680,2014,2015-10-17,,,2
130780621,2014,2015-06-25,,,3
839764982,2015,2016-09-26,,,3
941347401,2013,2014-08-09,2.0,,2
161921296,2014,2015-05-17,,,2
1087113602,2014,2015-08-20,,,2
287779162,2014,2015-04-01,7.0,,22
337195177,2015,2016-05-24,,,2
222933109,2015,2016-07-16,,,2
729455378,2014,2016-01-15,,,2
480372201,2015,2016-06-24,,,2
364342086,2013,2014-07-24,8.0,,2
597568117,2015,2016-10-25,13.0,,22
1182074969,2015,2016-03-29,,,2
323114113,2015,2016-10-14,,,2
720613635,2014,2015-09-07,,,2
907595559,2015,2016-04-28,,,2
463572193,2015,2016-02-16,13.0,,2
973237965,2015,2016-10-17,,,3
1009736961,2014,2015-11-25,,,2
538786780,2014,2015-09-29,16.0,,2
496737215,2013,2014-12-18,7.0,,2
938612674,2015,2016-11-03,7.0,,2
686166412,2015,2016-04-25,,,2
553181905,2014,2015-11-11,18.0,,2
621618410,2013,2014-01-18,850.0,,2
509650681,2013,2015-01-04,11.0,,2
446814233,2015,2016-10-13,,,2
146105234,2014,2015-04-21,,,2
26159947,2015,2016-11-22,7.0,,22
403882252,2015,2016-05-28,,,2
747360950,2014,2015-10-24,,,1
2126661,2013,2015-05-19,,,2
702693798,2013,2015-04-16,,,3
446814233,2016,2017-04-20,6.0,0.0,2
708538081,2016,2017-01-20,12.0,7.0,2
758849273,2016,2017-06-20,2.0,4.0,2
816874677,2016,2017-03-20,4.0,3.0,29
933436630,2016,2017-11-20,8.0,2.0,12
840506563,2016,2017-10-20,8.0,2.0,2
323114113,2016,2017-09-20,9.0,1.0,2
1115890420,2016,2017-05-20,4.0,1.0,2
1115890420,2017,2018-07-20,6.0,5.0,22
1131833,2017,2018-11-13,1.0,7.0,22
274126134,2014,2015-01-15,10.0,,22
644218230,2017,2018-09-28,8.0,6.0,26
946798357,2016,2017-11-25,6.0,1.0,24
949272101,2017,2018-03-21,6.0,6.0,22
459684640,2017,2018-04-29,33.0,15.0,22
752569749,2013,2014-10-30,,,22
752569749,2014,2015-03-29,10.0,,22
702968059,2017,2018-12-26,9.0,9.0,22
1102637895,2017,2018-03-19,6.0,7.0,22
690226027,2017,2018-05-25,23.0,10.0,22
1125645860,2017,2018-09-12,8.0,2.0,22
1219183525,2017,2018-06-26,16.0,2.0,22
434519880,2017,2018-06-22,22.0,,29
910574502,2017,2018-06-27,56.0,25.0,22
399842306,2014,2016-12-23,8.0,,22
399842306,2015,2016-06-23,9.0,,22
2126661,2017,2018-04-21,33.0,12.0,22
641696825,2016,2017-07-20,8.0,7.0,22
222933109,2017,2018-12-26,10.0,,22
267619155,2016,2018-08-20,10.0,5.0,22
1047477702,2016,2017-05-15,7.0,10.0,22
283130984,2017,2018-06-21,9.0,9.0,22
143871515,2016,2017-08-23,2.0,5.0,22
100065848,2016,2017-04-07,,,29
928696482,2016,2017-05-25,7.0,5.0,22
500878700,2017,2018-12-08,6.0,9.0,22
452641693,2016,2017-02-21,34.0,12.0,26
774113585,2016,2017-12-12,8.0,9.0,22
323114113,2017,2018-06-14,12.0,3.0,22
736167810,2015,,,,29
736068225,2014,,,,29
329936792,2016,2017-07-06,9.0,8.0,22
646673895,2017,2018-06-23,11.0,4.0,22
936800245,2017,,2.0,,22
1184747299,2017,,,,22
127639160,2016,,,,22
393460655,2017,,,,29
601134833,2017,2018-01-19,7.0,1.0,22
795693023,2017,2018-05-27,11.0,9.0,22
154272640,2017,2018-03-23,0.0,0.0,22
655206172,2018,,,,2
941804680,2013,2015-12-17,,,2
708538081,2015,2016-05-30,,,2
263177201,2015,2016-08-06,,,7
609343642,2014,2015-02-21,,,2
656666928,2014,2015-09-07,,,2
130780621,2015,2016-12-19,,,3
903426713,2013,2015-02-20,,,2
566600099,2014,2015-04-15,,,2
758849273,2015,2016-04-17,,,2
187364170,2015,2016-02-20,,,3
526915058,2014,2015-09-22,,,2
11609395,2013,2014-07-11,,,2
903426713,2014,2015-08-21,,,2
729455378,2015,2016-08-15,,,2
383153184,2013,2014-08-18,7.0,,2
928696482,2013,2014-06-03,14.0,,2
560897263,2013,2015-12-01,19.0,,2
7276600,2015,2016-05-13,3.0,,22
928696482,2015,2016-01-07,14.0,,2
439942796,2015,2016-09-11,,,2
1182074969,2014,2015-10-11,,,2
601134833,2014,2015-12-03,6.0,,22
601134833,2015,2016-11-05,3.0,,22
70094255,2015,2016-01-26,7.0,,22
910574502,2014,2015-10-08,1.0,,2
598198250,2013,2014-04-14,29.0,,2
957215448,2014,2015-09-14,,,2
1099449024,2013,2015-06-12,,,2
1099449024,2014,2015-12-12,,,2
422459086,2013,2014-12-25,,,2
1069120381,2014,2015-04-10,,,2
949272101,2015,2016-02-06,9.0,,2
452641693,2014,2015-06-10,,,2
410528128,2014,2015-08-14,5.0,,2
323114113,2014,2015-02-12,,,2
1092452475,2013,2014-01-20,,,2
50478809,2013,2015-10-30,,,7
586951043,2013,2014-07-21,8.0,,2
1115890420,2013,2015-11-11,,,2
635673861,2014,2015-10-24,,,2
1115890420,2014,2015-05-11,,,2
482682522,2014,2015-01-06,,,2
482682522,2015,2016-10-22,,,2
26159947,2014,2015-08-25,6.0,,22
621618410,2015,2016-05-08,2609.0,,2
740976658,2015,2016-06-26,,,2
747360950,2013,2015-04-24,,,1
641696825,2014,2015-09-16,,,2
545755580,2014,2015-04-29,,,2
1047477702,2015,2016-03-16,4.0,,2
615117596,2015,2016-03-05,,,2
1093624326,2015,2016-03-22,,,2
505435888,2016,2017-02-20,8.0,8.0,11
493365356,2016,2017-10-20,8.0,7.0,29
698020204,2016,2017-02-20,10.0,8.0,29
938612674,2016,2017-01-20,13.0,7.0,2
941347401,2016,2017-01-20,12.0,4.0,2
108043142,2016,2017-01-03,13.0,3.0,26
1164815813,2016,2017-08-20,2.0,,2
566600099,2016,2017-02-20,15.0,,2
26159947,2016,2017-12-20,12.0,6.0,22
1101709480,2016,2017-05-20,10.0,6.0,2
283622537,2016,2017-03-20,100.0,8.0,2
1009736961,2016,2017-06-19,2.0,7.0,24
270532483,2016,2017-02-13,1.0,0.0,22
283622537,2017,2018-09-21,124.0,99.0,22
946798357,2017,2018-11-09,6.0,10.0,24
446814233,2017,2018-02-28,5.0,4.0,22
901419980,2016,2017-08-19,70.0,10.0,22
161921296,2017,2018-08-11,13.0,9.0,22
686166412,2016,2017-01-20,5.0,2.0,22
403882252,2017,2018-03-24,14.0,,22
830233875,2016,2017-08-16,10.0,4.0,22
422459086,2016,2017-08-22,11.0,8.0,27
957215448,2017,2018-06-25,10.0,6.0,26
434519880,2015,2016-07-12,,,29
482682522,2017,2018-01-04,3.0,8.0,22
482682522,2016,2017-04-08,4.0,5.0,22
991242180,2017,2018-10-27,5.0,3.0,22
1094067837,2017,2018-03-23,10.0,7.0,26
485493682,2016,2017-03-28,7.0,1.0,22
1038008011,2017,2018-08-12,7.0,,29
267619155,2017,2018-04-20,11.0,6.0,22
1047477702,2017,2018-06-11,6.0,5.0,22
265370615,2016,2017-02-22,3.0,7.0,22
143871515,2017,2018-10-16,8.0,2.0,22
480372201,2016,2017-06-05,8.0,1.0,22
598198250,2016,2017-07-16,10.0,13.0,22
931657521,2017,2018-01-24,13.0,,29
270532483,2017,2018-10-25,11.0,4.0,22
130158179,2014,,,,29
124734491,2015,,,,22
1087113602,2016,,,,22
736068225,2015,,,,29
1033127649,2017,,,,29
646673895,2016,2017-10-24,4.0,8.0,22
936800245,2016,,3.0,,22
1184747299,2016,,,,22
154272640,2016,2017-01-24,5.0,7.0,22
243521464,2017,,,,22
762928999,2016,2017-01-26,11.0,6.0,22
393460655,2016,,,,29
752569749,2012,,7.0,,22
488677666,2017,2018-04-10,10.0,6.0,22
90834217,2017,,,,22
586951043,2017,,7.0,,22
631111152,2015,2016-01-15,,,2
1195466368,2015,2016-03-10,3.0,,2
609343642,2013,2014-11-05,,,2
1088273481,2014,2015-10-13,,,2
631111152,2013,2014-04-19,,,2
493365356,2014,2015-01-19,,,3
393460655,2015,2016-04-21,,,2
333660563,2015,2016-09-21,,,2
263177201,2014,2015-09-24,,,7
19455763,2014,2015-12-07,6.0,,2
834166607,2015,2016-10-15,11.0,,22
73643264,2015,2016-01-19,,,2
1087113602,2015,2016-02-11,,,2
373893643,2015,2016-12-27,,,2
702968059,2015,2016-01-01,9.0,,2
12194856,2013,2015-12-28,,,2
560897263,2015,2016-06-14,,,2
830233875,2013,2014-05-03,,,2
287779162,2015,2016-04-12,15.0,,22
455186749,2015,2016-12-26,,,2
957215448,2015,2016-08-03,,,2
1131833,2013,2015-05-30,,,2
686166412,2013,2014-08-26,,,2
842352509,2013,2015-07-12,16.0,,22
508848720,2015,2016-08-22,8.0,,2
1228040547,2014,2015-08-21,,,2
720613635,2013,2014-08-09,,,2
901419980,2014,2015-01-28,,,2
1125645860,2013,2015-09-28,5.0,,2
1092452475,2014,2015-03-27,,,2
768209460,2015,2016-02-22,,,2
690226027,2014,2015-06-19,,,2
309206832,2015,2016-02-02,,,2
993788257,2015,2016-06-20,,,2
64250574,2015,2016-04-21,,,2
774113585,2015,2016-04-02,6.0,,2
621618410,2014,2015-01-13,,,2
993788257,2014,2015-01-29,,,2
740976658,2014,2015-10-28,4.0,,2
2126661,2014,2015-01-19,,,2
698020204,2015,2016-10-23,,,3
557586732,2015,2016-06-27,,,2
1101709480,2015,2016-08-09,,,2
1200324926,2015,2016-09-27,,,2
201434438,2015,2016-04-16,11.0,,2
64250574,2014,2015-02-22,,,2
620142491,2016,2017-12-01,8.0,7.0,22
187364170,2016,2017-08-20,13.0,2.0,29
781745249,2016,2017-07-20,2.0,3.0,29
38363655,2016,2017-06-20,11.0,5.0,29
508848720,2016,2017-06-20,5.0,5.0,2
315626465,2016,2017-03-20,10.0,8.0,2
557586732,2016,2017-08-20,12.0,8.0,2
1219183525,2016,2017-03-20,13.0,7.0,2
286466904,2016,2017-11-20,3.0,2.0,2
1228040547,2016,2017-06-20,22.0,3.0,2
1093624326,2016,2017-03-20,0.0,7.0,2
187364170,2017,2018-02-21,12.0,6.0,22
839764982,2017,2018-09-22,5.0,8.0,22
816874677,2017,2018-08-24,11.0,4.0,22
309206832,2016,2017-04-16,9.0,3.0,22
545755580,2017,2018-07-24,8.0,5.0,22
644218230,2016,2017-03-15,16.0,2.0,26
64250574,2016,2017-05-27,13.0,,22
509650681,2017,2018-07-12,3.0,9.0,22
752569749,2015,2016-02-01,11.0,,22
752569749,2016,2017-05-18,14.0,,22
403882252,2016,2017-12-21,5.0,,22
720613635,2017,2018-12-19,11.0,10.0,22
793145101,2017,2018-09-29,18.0,5.0,22
1125645860,2016,2017-05-22,10.0,3.0,22
73643264,2017,2018-07-03,12.0,9.0,22
61464181,2016,2017-01-20,30.0,14.0,22
667453278,2016,2017-12-21,4.0,3.0,22
1069120381,2017,2018-08-31,5.0,9.0,22
50478809,2017,2018-12-10,9.0,3.0,15
439942796,2017,2018-08-02,6.0,6.0,26
373893643,2017,2018-07-19,10.0,4.0,22
265370615,2017,2018-04-29,6.0,6.0,22
1225991575,2017,2018-07-22,20.0,3.0,22
100065848,2014,2015-04-08,,,29
538786780,2016,2017-07-07,7.0,12.0,22
747360950,2017,2018-09-25,9.0,,24
774113585,2017,2018-02-08,6.0,6.0,22
130158179,2015,,,,29
28899692,2016,,,,22
736068225,2016,,,,29
807853643,2016,2017-03-02,5.0,1.0,22
291507927,2017,,10.0,,29
1033127649,2015,,15.0,,29
62278932,2017,,,,22
329392251,2017,2018-05-28,3.0,10.0,22
7276600,2016,2017-09-08,7.0,0.0,22
526915058,2017,,,,26
842352509,2017,2018-10-18,10.0,7.0,26
752569749,2011,,7.0,,22
70094255,2017,2018-03-29,3.0,7.0,22
90834217,2016,,,,22
1009736961,2017,,,,24
1184747299,2018,,,,2
333660563,2014,2015-10-29,,,2
187364170,2014,2015-09-13,,,3
996346552,2015,2016-08-25,5.0,,2
671103953,2015,2016-08-22,,,2
212997759,2014,2015-06-19,,,2
380934662,2015,2016-07-14,,,2
207210491,2015,2016-12-08,31.0,,22
946255580,2015,2016-11-14,,,2
11609395,2015,2016-01-10,,,2
839828255,2014,2015-10-27,,,2
566600099,2015,2016-01-14,,,2
155216573,2015,2016-05-22,5.0,,2
839828255,2015,2016-07-18,,,7
337195177,2013,2014-08-03,,,2
326686533,2015,2016-08-30,,,2
364342086,2015,2016-04-23,6.0,,2
1031941181,2014,2015-03-30,,,2
450025838,2015,2016-03-20,,,7
957215448,2013,2014-09-25,,,2
973459989,2015,2016-03-29,,,2
910574502,2013,2015-09-08,3.0,,2
1169937673,2014,2015-10-17,,,2
830233875,2014,2015-02-21,,,2
830233875,2015,2016-08-16,,,2
283622537,2013,2015-05-25,,,2
411409605,2013,2014-11-05,,,2
910574502,2015,2016-02-14,,,2
856465520,2013,2015-08-28,,,2
901419980,2015,2016-05-29,,,2
217067831,2014,2015-11-19,,,2
365691958,2013,2015-08-15,,,2
907595559,2014,2015-02-13,,,2
1228040547,2015,2016-10-24,,,2
1164815813,2014,2015-11-18,,,2
856465520,2015,2016-09-04,,,2
410528128,2013,2014-11-30,11.0,,2
1009736961,2013,2015-02-25,,,2
842352509,2015,2016-03-13,6.0,,22
1164815813,2013,2015-12-18,,,2
143871515,2013,2014-12-17,,,2
496737215,2014,2015-06-10,,,2
1074790801,2015,2016-02-19,11.0,,2
1094067837,2015,2016-03-07,,,5
901419980,2013,2015-04-28,,,2
586951043,2015,2016-02-25,3.0,,2
