entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
71115142,10,0.0,2.0,9,306,0.25,0,2.0,
71115142,10,,,9,1072,,2,2.0,2016.0
71115142,10,,,9,1018,,2,2.0,2015.0
71115142,10,,,9,1072,0.25,2,2.0,2017.0
979812063,4,0.0,2.0,20,239,0.25,0,30.0,
979812063,4,,,20,897,,2,9.0,2016.0
979812063,4,,,20,897,,2,6.0,2015.0
979812063,4,,,20,897,0.25,2,6.0,2017.0
545755580,7,0.0,2.0,9,415,0.25,0,1.0,
545755580,7,,,9,1245,,2,1.0,2016.0
545755580,0,,,9,1244,,2,3.0,2015.0
545755580,7,,,9,1245,0.25,2,1.0,2017.0
223774194,10,0.0,2.0,20,306,0.25,0,19.0,
223774194,10,,,20,1055,,2,6.0,2016.0
223774194,10,,,20,1018,,2,8.0,2015.0
223774194,10,,,20,1055,0.25,2,8.0,2017.0
693558869,4,0.0,2.0,20,415,0.25,0,2.0,
693558869,4,,,20,1253,,2,10.0,2016.0
693558869,4,,,20,1244,,2,10.0,2015.0
693558869,4,,,20,1253,0.25,2,2.0,2017.0
801579375,8,,,20,1184,,2,3.0,2016.0
801579375,8,,,9,1184,0.25,2,3.0,2017.0
1044461579,10,,,20,1253,,2,2.0,2016.0
310750637,7,,,29,1275,,2,10.0,2016.0
310750637,7,,,29,1244,,2,10.0,2015.0
1184047865,16,0.0,2.0,9,306,0.25,0,8.0,
1184047865,16,,,9,1046,,2,3.0,2016.0
1184047865,23,,,9,1018,,2,5.0,2015.0
1184047865,23,,,9,1046,0.25,2,5.0,2017.0
1048596086,12,,,20,1331,,2,1.0,2016.0
312782663,26,0.0,1.0,20,210,0.25,0,18.0,
312782663,26,,,20,839,,2,41.0,2016.0
312782663,26,,,20,832,,2,50.0,2015.0
312782663,26,,,20,839,0.25,2,45.0,2017.0
1031941181,7,0.0,2.0,9,291,0.25,0,5.0,
124575170,10,0.0,2.0,9,451,0.25,0,2.0,
124575170,10,,,9,1331,,2,3.0,2016.0
124575170,0,,,9,1327,,2,3.0,2015.0
124575170,10,,,9,1331,0.25,2,3.0,2017.0
615971298,7,0.0,2.0,9,258,0.25,0,2.0,
615971298,7,,,9,1017,,2,5.0,2016.0
615971298,7,,,9,1016,,2,5.0,2015.0
860642770,15,0.0,2.0,9,451,0.25,0,1.0,
860642770,15,,,9,1332,,2,1.0,2016.0
860642770,0,,,9,1327,,2,2.0,2015.0
15552179,13,0.0,2.0,9,258,0.25,0,1.0,
15552179,13,,,9,990,,2,1.0,2016.0
15552179,13,,,9,1016,,2,2.0,2015.0
704025503,10,0.0,2.0,29,384,0.25,0,5.0,
704025503,10,,,29,1154,,2,4.0,2016.0
704025503,10,,,29,1154,,2,1.0,2015.0
704025503,10,,,29,1299,0.25,2,4.0,2017.0
326595421,15,0.0,2.0,9,306,0.25,0,2.0,
326595421,15,,,9,1072,,2,2.0,2016.0
326595421,0,,,9,1018,,2,2.0,2015.0
871452527,17,0.0,2.0,20,252,0.25,0,1.0,
871452527,17,,,20,915,,2,3.0,2016.0
871452527,17,,,20,915,,2,3.0,2015.0
871452527,17,,,9,915,0.25,2,3.0,2017.0
63165459,10,,,9,1253,,2,2.0,2016.0
63165459,0,,,9,1244,,2,2.0,2015.0
664568605,4,0.0,2.0,20,306,0.25,0,1.0,
664568605,4,,,20,1072,,2,2.0,2016.0
664568605,4,,,20,1018,,2,2.0,2015.0
722642128,7,0.0,2.0,9,415,0.25,0,1.0,
722642128,7,,,9,1254,,2,1.0,2016.0
722642128,0,,,9,1244,,2,2.0,2015.0
722642128,7,,,9,1254,0.25,2,2.0,2017.0
194335835,14,0.0,2.0,9,258,0.25,0,5.0,
194335835,14,,,9,1009,,2,2.0,2016.0
194335835,14,,,9,1016,,2,5.0,2015.0
194335835,14,,,9,1009,0.25,2,3.0,2017.0
1150076746,21,0.0,2.0,9,0,0.25,0,1.0,
1150076746,17,,,9,508,,2,10.0,2016.0
1150076746,25,,,9,501,,2,10.0,2015.0
380934662,7,,,9,1245,,2,7.0,2016.0
380934662,7,,,9,1245,0.25,2,2.0,2017.0
464689898,8,0.0,1.0,9,221,0.25,0,8.0,
464689898,8,,,9,848,,2,8.0,2016.0
464689898,8,,,9,848,,2,8.0,2015.0
464689898,8,,,9,848,0.25,2,8.0,2017.0
603439209,25,0.0,2.0,9,474,0.25,0,1.0,
603439209,25,,,9,1381,,2,1.0,2016.0
603439209,25,,,9,1378,,2,1.0,2015.0
1085982260,15,0.0,2.0,9,306,0.25,0,5.0,
1085982260,15,,,9,1072,,2,1.0,2016.0
1085982260,15,,,9,1018,,2,2.0,2015.0
136017668,7,,,23,1204,,2,30.0,2016.0
136017668,7,,,23,1203,,2,30.0,2015.0
186538560,7,0.0,2.0,9,474,0.25,0,2.0,
186538560,7,,,9,1381,,2,6.0,2016.0
186538560,7,,,9,1378,,2,6.0,2015.0
758849273,5,0.0,2.0,3,258,0.25,0,3.0,
758849273,5,,,3,1017,,2,3.0,2016.0
758849273,3,,,3,1016,,2,3.0,2015.0
758849273,3,,,3,1017,0.25,2,2.0,2017.0
155368557,4,,,20,1260,0.25,2,1.0,2017.0
599400533,4,,,20,1259,,2,3.0,2016.0
599400533,4,,,20,1244,,2,3.0,2015.0
599400533,4,,,20,1306,0.25,2,3.0,2017.0
690177370,23,0.0,2.0,2,342,0.25,0,1.0,
690177370,23,,,2,1072,,2,1.0,2016.0
690177370,16,,,2,1072,,2,3.0,2015.0
325013274,8,,,9,1184,,2,2.0,2016.0
325013274,8,,,9,1184,,2,2.0,2015.0
325013274,8,,,9,1184,0.25,2,2.0,2017.0
994377140,16,0.0,2.0,20,444,0.25,0,8.0,
994377140,16,,,20,1324,,2,19.0,2016.0
994377140,23,,,20,1312,,2,8.0,2015.0
994377140,23,,,20,1324,0.25,2,16.0,2017.0
1053170708,7,,,9,1412,0.25,2,3.0,2017.0
481744171,18,,,9,1021,,2,1.0,2016.0
481744171,24,,,9,1018,,2,5.0,2015.0
11683944,13,0.0,1.0,29,108,0.25,0,101.0,
11683944,13,,,29,672,,2,100.0,2016.0
11683944,13,,,29,662,,2,86.0,2015.0
11683944,13,,,29,672,0.25,2,17.0,2017.0
804923936,17,,,9,1321,,2,3.0,2016.0
804923936,25,,,9,1321,0.25,2,3.0,2017.0
446814233,15,,,20,1072,,2,2.0,2016.0
446814233,15,,,20,1018,,2,3.0,2015.0
446814233,15,,,20,1072,0.25,2,3.0,2017.0
297909870,7,0.0,2.0,20,417,0.25,0,12.0,
297909870,7,,,20,1244,,2,14.0,2016.0
297909870,7,,,20,1244,,2,4.0,2015.0
297909870,7,,,20,1244,0.25,2,4.0,2017.0
947835992,14,0.0,2.0,9,306,0.25,0,7.0,
947835992,14,,,9,1021,,2,5.0,2016.0
947835992,13,,,9,1018,,2,2.0,2015.0
947835992,14,,,9,1021,0.25,2,2.0,2017.0
922128743,15,0.0,2.0,9,373,0.25,0,12.0,
922128743,15,,,9,1126,,2,1.0,2016.0
922128743,15,,,9,1126,,2,2.0,2015.0
922128743,15,,,9,1126,0.25,2,2.0,2017.0
582631559,17,0.0,2.0,9,426,0.25,0,2.0,
582631559,17,,,9,1254,,2,1.0,2016.0
582631559,17,,,9,1254,,2,3.0,2015.0
582631559,17,,,9,1254,0.25,2,3.0,2017.0
941804680,7,0.0,2.0,9,306,0.25,0,1.0,
941804680,7,,,9,1072,,2,6.0,2016.0
941804680,0,,,9,1018,,2,6.0,2015.0
549998675,16,,,20,1253,,2,2.0,2016.0
549998675,0,,,20,1244,,2,2.0,2015.0
549998675,23,,,20,1253,0.25,2,2.0,2017.0
779789754,8,,,9,1381,,2,5.0,2016.0
779789754,8,,,9,1381,,2,5.0,2015.0
779789754,8,,,9,1381,0.25,2,5.0,2017.0
246373582,9,,,20,1324,,2,5.0,2016.0
246373582,9,,,20,1312,,2,6.0,2015.0
246373582,9,,,20,1324,0.25,2,5.0,2017.0
13778114,10,0.0,2.0,20,306,0.25,0,9.0,
13778114,10,,,20,1057,,2,4.0,2016.0
13778114,10,,,20,1018,,2,4.0,2015.0
13778114,10,,,20,1057,0.25,2,4.0,2017.0
893507386,15,0.0,2.0,9,468,0.25,0,11.0,
893507386,15,,,9,1368,,2,20.0,2016.0
893507386,15,,,9,1368,,2,12.0,2015.0
893507386,15,,,9,1368,0.25,2,25.0,2017.0
708538081,9,,,20,1072,,2,3.0,2016.0
708538081,9,,,20,1072,0.25,2,3.0,2017.0
147245743,7,,,20,1331,,2,3.0,2016.0
147245743,0,,,20,1327,,2,3.0,2015.0
147245743,7,,,20,1331,0.25,2,3.0,2017.0
421387546,10,0.0,2.0,20,466,0.25,0,3.0,
421387546,10,,,20,1365,,2,3.0,2016.0
421387546,10,,,20,1365,,2,3.0,2015.0
421387546,10,,,20,1365,0.25,2,3.0,2017.0
526948939,16,,,9,1253,,2,1.0,2016.0
526948939,23,,,9,1244,,2,2.0,2015.0
526948939,23,,,9,1253,0.25,2,2.0,2017.0
546048441,15,,,20,1335,,2,2.0,2016.0
546048441,15,,,20,1335,0.25,2,4.0,2017.0
789380757,7,0.0,2.0,9,470,0.25,0,6.0,
789380757,7,,,9,1369,,2,99.0,2016.0
789380757,7,,,9,1369,,2,7.0,2015.0
555629327,10,0.0,2.0,9,384,0.25,0,63.0,
555629327,10,,,9,1154,,2,144.0,2016.0
555629327,10,,,9,1154,,2,63.0,2015.0
555629327,10,,,9,1157,0.25,2,139.0,2017.0
690795951,9,,,9,1072,,2,3.0,2016.0
155257697,10,0.0,2.0,9,444,0.25,0,2.0,
155257697,10,,,9,1320,,2,12.0,2016.0
155257697,0,,,9,1312,,2,1.0,2015.0
155257697,10,,,20,1320,0.25,2,1.0,2017.0
588737965,10,,,9,1133,0.25,2,2.0,2017.0
477014025,10,0.0,2.0,9,306,0.25,0,23.0,
477014025,10,,,9,1072,,2,5.0,2016.0
477014025,10,,,9,1018,,2,5.0,2015.0
936946450,7,0.0,2.0,20,306,0.25,0,2.0,
936946450,7,,,20,1031,,2,2.0,2016.0
936946450,0,,,20,1018,,2,2.0,2015.0
936946450,7,,,20,1031,0.25,2,2.0,2017.0
128394214,10,,,16,1187,,2,30.0,2016.0
128394214,3,,,10,1186,,2,30.0,2015.0
736207319,10,0.0,2.0,20,450,0.25,0,6.0,
736207319,10,,,20,1326,,2,2.0,2016.0
736207319,10,,,20,1326,,2,2.0,2015.0
1074283757,15,,,9,1332,,2,2.0,2016.0
667474405,9,0.0,2.0,20,418,0.25,0,5.0,
667474405,9,,,20,1245,,2,2.0,2016.0
667474405,9,,,20,1245,,2,5.0,2015.0
667474405,9,,,20,1302,0.25,2,5.0,2017.0
572174664,14,0.0,2.0,9,358,0.25,0,1.0,
572174664,14,,,9,1111,,2,1.0,2016.0
572174664,14,,,9,1110,,2,2.0,2015.0
572174664,14,,,9,1111,0.25,2,2.0,2017.0
1077801639,7,0.0,2.0,20,463,0.25,0,1.0,
1077801639,7,,,20,1366,,2,2.0,2016.0
1077801639,7,,,20,1361,,2,4.0,2015.0
1077801639,7,,,20,1366,0.25,2,2.0,2017.0
34944276,3,0.0,2.0,20,425,0.25,0,131.0,
34944276,3,,,20,1253,,2,2.0,2016.0
34944276,3,,,20,1253,,2,2.0,2015.0
34944276,3,,,20,1253,0.25,2,2.0,2017.0
1020606618,10,0.0,2.0,9,415,0.25,0,2.0,
1020606618,10,,,9,1271,,2,1.0,2016.0
1020606618,0,,,9,1244,,2,5.0,2015.0
1020606618,10,,,20,1271,0.25,2,1.0,2017.0
978389836,13,0.0,2.0,9,451,0.25,0,2.0,
978389836,13,,,9,1331,,2,1.0,2016.0
978389836,13,,,9,1327,,2,2.0,2015.0
711042749,10,0.0,2.0,9,444,0.25,0,4.0,
711042749,10,,,9,1320,,2,8.0,2016.0
711042749,0,,,9,1312,,2,3.0,2015.0
711042749,10,,,9,1320,0.25,2,1.0,2017.0
721349596,7,0.0,2.0,9,451,0.25,0,1.0,
721349596,7,,,9,1331,,2,1.0,2016.0
721349596,0,,,9,1327,,2,4.0,2015.0
22426018,11,0.0,2.0,20,415,0.25,0,2.0,
22426018,11,0.0,2.0,20,415,0.25,0,,
22426018,11,,,20,1271,,2,2.0,2016.0
22426018,11,,,20,1244,,2,2.0,2015.0
22426018,11,,,20,1271,0.25,2,2.0,2017.0
569102406,13,0.0,1.0,9,155,0.25,0,3.0,
569102406,13,,,9,735,,2,3.0,2016.0
569102406,13,,,9,730,,2,4.0,2015.0
569102406,13,,,20,735,0.25,2,4.0,2017.0
164756503,7,0.0,2.0,9,451,0.25,0,1.0,
164756503,7,,,9,1331,,2,1.0,2016.0
164756503,0,,,9,1327,,2,3.0,2015.0
501893092,66,0.0,1.0,20,167,0.25,0,6.0,
501893092,36,,,20,756,,2,13.0,2016.0
501893092,66,,,20,756,,2,13.0,2015.0
501893092,66,,,20,756,0.25,2,4.0,2017.0
552651300,31,0.0,2.0,9,474,0.25,0,1.0,
552651300,31,,,9,1381,,2,8.0,2016.0
552651300,31,,,9,1378,,2,8.0,2015.0
552651300,56,,,20,1096,0.25,2,8.0,2017.0
815878087,66,0.0,2.0,20,0,0.25,0,29.0,
815878087,36,,,20,511,,2,1.0,2016.0
815878087,68,,,20,511,,2,1.0,2015.0
815878087,66,,,20,511,0.25,2,1.0,2017.0
260626730,84,0.0,1.0,20,45,0.25,1,,
260626730,48,,,20,581,,2,8.0,2016.0
260626730,86,,,20,581,,2,8.0,2015.0
260626730,84,,,20,581,0.25,2,2.0,2017.0
961342330,89,0.0,2.0,20,258,0.25,0,10.0,
961342330,41,,,20,1009,,2,5.0,2016.0
961342330,91,,,20,1009,,2,5.0,2015.0
961342330,89,,,20,1009,0.25,2,8.0,2017.0
702865981,30,,,9,1254,,2,3.0,2016.0
702865981,55,,,9,1254,,2,3.0,2015.0
702865981,54,,,9,1254,0.25,2,3.0,2017.0
338893548,69,0.0,2.0,20,258,0.25,0,6.0,
338893548,37,0.0,2.0,20,258,0.25,0,,
338893548,37,,,20,1006,,2,5.0,2016.0
338893548,70,,,20,1006,,2,4.0,2015.0
338893548,69,,,20,1006,0.25,2,5.0,2017.0
949622672,37,,,20,1185,,2,2.0,2016.0
949622672,70,,,20,1185,,2,2.0,2015.0
949622672,69,,,20,1185,0.25,2,1.0,2017.0
944292542,41,,,9,1207,,2,3.0,2016.0
944292542,40,,,9,1203,,2,3.0,2015.0
944292542,93,,,9,1207,0.25,2,3.0,2017.0
1132496715,31,,,9,1275,,2,2.0,2016.0
1132496715,58,,,9,1275,,2,2.0,2015.0
1132496715,56,,,9,1275,0.25,2,21.0,2017.0
265370615,43,,,9,1017,,2,2.0,2016.0
265370615,98,,,9,1017,,2,2.0,2015.0
265370615,97,,,9,1017,0.25,2,1.0,2017.0
574628572,75,0.0,2.0,20,410,0.25,0,2.0,
574628572,39,,,20,1239,,2,8.0,2016.0
574628572,76,,,20,1239,,2,8.0,2015.0
574628572,75,,,20,1239,0.25,2,2.0,2017.0
1086151159,89,0.0,2.0,20,362,0.25,0,36.0,
1086151159,41,,,20,1117,,2,33.0,2016.0
1086151159,91,,,20,1117,,2,33.0,2015.0
1086151159,63,,,20,1117,0.25,2,33.0,2017.0
800606822,139,0.0,2.0,9,258,0.25,0,,
800606822,139,,,20,1008,,2,9.0,2016.0
800606822,139,,,9,998,,2,2.0,2015.0
800606822,139,,,20,1008,0.25,2,5.0,2017.0
1088273481,141,0.0,2.0,9,14,0.25,0,,
1088273481,141,,,9,522,,2,2.0,2016.0
1088273481,141,,,9,522,,2,2.0,2015.0
1088273481,141,,,9,522,0.25,2,1.0,2017.0
207081036,217,,1.0,20,126,0.25,1,,
207081036,217,,,20,699,,2,6.0,2016.0
1227002332,227,,2.0,9,450,0.25,1,,
1227002332,227,,,9,1326,,2,5.0,2016.0
1227002332,227,,,9,1326,,2,5.0,2015.0
1227002332,227,,,9,1322,0.25,2,5.0,2017.0
344253608,221,0.0,2.0,9,478,0.25,1,,
344253608,221,,,9,1381,,2,5.0,2016.0
344253608,221,,,9,1381,,2,5.0,2015.0
11879056,213,0.0,2.0,9,478,0.25,0,,
11879056,213,,,9,1381,,2,2.0,2016.0
11879056,213,,,9,1381,,2,2.0,2015.0
11879056,213,,,9,1280,0.25,2,1.0,2017.0
1112345528,100,,,20,1248,,2,2.0,2016.0
1112345528,100,,,20,1248,,2,2.0,2015.0
1112345528,100,,,20,1248,0.25,2,2.0,2017.0
836448228,216,0.0,2.0,22,0,0.25,0,,
836448228,216,,,22,506,,2,10.0,2016.0
836448228,216,,,22,506,,2,20.0,2015.0
836448228,216,,,22,506,0.25,2,10.0,2017.0
1117250524,182,0.0,2.0,20,258,0.25,0,,
1117250524,182,,,20,998,,2,10.0,2016.0
1117250524,182,,,20,998,,2,5.0,2015.0
1117250524,182,,,20,998,0.25,2,10.0,2017.0
1155247007,212,0.0,2.0,9,306,0.25,0,,
1155247007,211,,,9,1051,,2,8.0,2016.0
1155247007,219,,,9,1051,,2,8.0,2015.0
1155247007,219,,,9,1051,0.25,2,6.0,2017.0
970812071,234,,,20,1018,,2,15.0,2016.0
970812071,234,,,20,1018,,2,15.0,2015.0
970812071,234,,,20,1018,0.25,2,1.0,2017.0
1106278934,124,,,9,1248,,2,3.0,2016.0
1106278934,124,,,9,1248,0.25,2,3.0,2017.0
2126661,221,0.0,2.0,20,438,0.25,0,,
2126661,221,,,20,1275,,2,32.0,2016.0
2126661,221,,,20,1275,,2,8.0,2015.0
2126661,221,,,9,1275,0.25,2,27.0,2017.0
640404632,139,0.0,2.0,9,258,0.25,0,,
640404632,139,,,9,999,,2,9.0,2016.0
640404632,139,,,9,999,,2,3.0,2015.0
640404632,139,,,9,999,0.25,2,9.0,2017.0
111286211,101,0.0,2.0,9,258,0.25,0,,
111286211,101,,,9,976,,2,2.0,2016.0
111286211,102,,,9,976,,2,2.0,2015.0
111286211,102,,,9,976,0.25,2,4.0,2017.0
628540474,101,0.0,2.0,20,373,0.25,0,,
628540474,101,,,9,1126,,2,107.0,2016.0
628540474,100,,,9,1126,,2,3.0,2015.0
628540474,100,,,9,1229,0.25,2,4.0,2017.0
950012650,125,0.0,1.0,9,147,0.25,0,,
950012650,125,,,9,721,,2,208.0,2016.0
950012650,125,,,9,747,,2,10.0,2015.0
950012650,125,,,9,721,0.25,2,205.0,2017.0
443270860,139,0.0,2.0,20,478,0.25,1,,
443270860,139,,,20,730,,2,2.0,2016.0
443270860,139,,,20,730,,2,24.0,2015.0
443270860,139,,,20,730,0.25,2,3.0,2017.0
1207807961,110,0.0,2.0,9,306,0.25,0,,
1207807961,110,,,9,1054,,2,0.0,2016.0
1207807961,110,,,9,1054,,2,5.0,2015.0
375066805,190,0.0,2.0,20,306,0.25,0,,
375066805,190,,,20,1021,,2,10.0,2016.0
375066805,190,,,20,1021,,2,10.0,2015.0
375066805,190,,,20,1021,0.25,2,10.0,2017.0
604873588,197,,,9,993,,2,8.0,2016.0
604873588,197,,,9,993,0.25,2,10.0,2017.0
1140496964,150,0.0,2.0,9,239,0.25,0,,
1140496964,150,,,9,897,,2,4.0,2016.0
1140496964,150,,,9,897,,2,21.0,2015.0
1140496964,150,,,9,897,0.25,2,5.0,2017.0
138139524,128,0.0,1.0,9,147,0.25,0,,
138139524,128,,,9,722,,2,70.0,2016.0
138139524,128,,,9,722,,2,100.0,2015.0
138139524,128,,,9,722,0.25,2,66.0,2017.0
998830459,135,0.0,2.0,10,307,0.25,1,,
998830459,135,,,9,1018,,2,1.0,2016.0
998830459,129,,,9,1018,,2,38.0,2015.0
998830459,129,,,20,1018,0.25,2,1.0,2017.0
566716001,133,0.0,2.0,9,306,0.25,0,,
566716001,133,,,20,1054,,2,8.0,2016.0
566716001,133,,,20,1054,,2,8.0,2015.0
566716001,133,,,20,1054,0.25,2,30.0,2017.0
54456367,235,0.0,1.0,2,203,0.25,0,,
54456367,235,,,9,820,,2,10.0,2016.0
54456367,235,,,9,820,,2,10.0,2015.0
54456367,235,,,9,820,0.25,2,23.0,2017.0
407662345,207,,,20,901,,2,3.0,2016.0
407662345,207,,,20,901,,2,3.0,2015.0
407662345,207,,,20,901,0.25,2,1.0,2017.0
596870767,250,0.0,2.0,9,306,0.25,0,,
596870767,250,,,9,1049,,2,8.0,2016.0
596870767,250,,,9,1049,,2,8.0,2015.0
596870767,250,,,9,1049,0.25,2,5.0,2017.0
998467460,103,0.0,2.0,20,258,0.25,0,,
998467460,103,,,20,1010,,2,2.0,2016.0
998467460,103,,,20,1010,,2,2.0,2015.0
998467460,103,,,20,1010,0.25,2,2.0,2017.0
46754004,100,0.0,2.0,20,258,0.25,0,,
46754004,100,,,20,1008,,2,2.0,2016.0
46754004,100,,,20,1008,,2,3.0,2015.0
46754004,100,,,20,1008,0.25,2,3.0,2017.0
1211758009,170,0.0,1.0,9,147,0.25,0,,
1211758009,170,0.0,1.0,9,147,0.25,0,,
1211758009,170,,,9,722,,2,130.0,2016.0
1211758009,170,,,9,722,,2,130.0,2015.0
1211758009,170,,,9,722,0.25,2,97.0,2017.0
1126254280,180,0.0,2.0,1,467,0.25,0,,
1126254280,180,,,18,1366,,2,6.0,2016.0
1126254280,180,,,1,1366,,2,6.0,2015.0
992465766,130,0.0,1.0,9,147,0.25,0,,
992465766,135,,,20,747,,2,3.0,2016.0
992465766,129,,,9,722,,2,200.0,2015.0
992465766,129,,,20,747,0.25,2,4.0,2017.0
637198672,156,0.0,2.0,20,258,0.25,0,,
637198672,156,,,20,999,,2,3.0,2016.0
637198672,156,,,20,999,,2,6.0,2015.0
637198672,156,,,20,999,0.25,2,3.0,2017.0
742531827,250,0.0,1.0,20,155,0.25,0,,
742531827,250,,,20,737,,2,24.0,2016.0
742531827,250,,,20,737,,2,24.0,2015.0
742531827,250,,,20,737,0.25,2,15.0,2017.0
574615171,153,0.0,2.0,9,418,0.25,1,,
574615171,153,,,9,1245,,2,5.0,2016.0
967421163,109,0.0,1.0,20,37,0.25,0,,
967421163,109,,,20,560,,2,3.0,2016.0
967421163,109,,,20,560,,2,6.0,2015.0
967421163,109,,,20,560,0.25,2,3.0,2017.0
85583992,155,0.0,1.0,2,138,0.25,1,,
85583992,155,,,2,706,,2,20.0,2016.0
85583992,155,,,2,706,,2,105.0,2015.0
85583992,155,,,2,706,0.25,2,1.0,2017.0
20831715,139,,,9,773,,2,2.0,2016.0
20831715,145,,,9,773,,2,2.0,2015.0
20831715,145,,,9,773,0.25,2,2.0,2017.0
7276600,109,,,20,711,,2,2.0,2016.0
7276600,109,,,20,711,,2,2.0,2015.0
7276600,109,,,20,711,0.25,2,2.0,2017.0
790677122,174,0.0,2.0,22,24,0.25,0,,
790677122,174,,,22,538,,2,5.0,2016.0
790677122,174,,,22,538,,2,5.0,2015.0
930423548,174,0.0,1.0,20,191,0.25,0,,
930423548,174,,,20,799,,2,400.0,2016.0
930423548,174,,,20,799,,2,400.0,2015.0
727076239,171,,,9,692,,2,16.0,2016.0
727076239,171,,,9,692,,2,20.0,2015.0
727076239,171,,,9,692,0.25,2,12.0,2017.0
842601360,104,0.0,2.0,9,389,0.25,0,,
842601360,106,,,9,1164,,2,2.0,2016.0
842601360,106,,,9,1164,,2,6.0,2015.0
842601360,106,,,20,1164,0.25,2,3.0,2017.0
634390566,220,0.0,2.0,20,258,0.25,0,,
634390566,220,,,20,998,,2,5.0,2016.0
634390566,220,,,20,998,,2,8.0,2015.0
634390566,220,,,20,998,0.25,2,4.0,2017.0
924244394,223,0.0,2.0,9,344,0.25,0,,
924244394,231,,,9,1103,,2,4.0,2016.0
924244394,236,,,9,1103,,2,4.0,2015.0
1068933732,251,,,9,1053,,2,6.0,2016.0
1068933732,251,,,9,1053,,2,8.0,2015.0
1068933732,251,,,9,1053,0.25,2,10.0,2017.0
559222210,106,,,20,1253,,2,2.0,2016.0
559222210,106,,,20,1253,0.25,2,3.0,2017.0
693101804,139,0.0,2.0,9,258,0.25,0,,
693101804,139,,,9,976,,2,3.0,2016.0
693101804,139,,,9,976,,2,4.0,2015.0
693101804,139,,,9,976,0.25,2,3.0,2017.0
751129954,192,0.0,2.0,9,415,0.25,0,,
751129954,192,,,9,1254,,2,6.0,2016.0
751129954,192,,,9,1254,,2,6.0,2015.0
751129954,192,,,9,1254,0.25,2,3.0,2017.0
86243682,224,0.0,1.0,9,197,0.25,0,,
86243682,224,,,9,815,,2,7.0,2016.0
86243682,224,,,9,815,,2,2.0,2015.0
86243682,224,,,20,815,0.25,2,8.0,2017.0
1057471003,173,0.0,1.0,20,194,0.25,0,,
1057471003,173,,,20,808,,2,51.0,2016.0
1057471003,173,,,20,808,,2,18.0,2015.0
1057471003,173,,,9,808,0.25,2,60.0,2017.0
123542618,287,,,20,1017,,2,18.0,2016.0
123542618,287,,,20,1017,,2,18.0,2015.0
123542618,287,,,20,1017,0.25,2,3.0,2017.0
1085252711,152,,,9,1126,,2,10.0,2016.0
1085252711,164,,,9,1126,,2,30.0,2015.0
1085252711,164,,,9,1126,0.25,2,19.0,2017.0
772821149,233,,,20,638,,2,2.0,2016.0
772821149,233,,,20,638,,2,52.0,2015.0
591644361,272,,,9,1237,,2,5.0,2016.0
591644361,273,,,9,1237,,2,5.0,2015.0
1028236446,254,0.0,2.0,9,370,0.25,1,,
1028236446,254,,,9,1381,,2,2.0,2016.0
1028236446,254,,,9,1381,,2,5.0,2015.0
1028236446,254,,,9,1381,0.25,2,2.0,2017.0
464134803,258,0.0,2.0,1,371,0.25,0,,
464134803,258,,,9,1385,0.25,2,5.0,2017.0
1171110656,255,,,20,1153,0.25,2,2.0,2017.0
589559168,281,0.0,2.0,9,291,0.25,0,,
589559168,281,,,9,999,,2,2.0,2016.0
589559168,281,,,9,999,,2,2.0,2015.0
589559168,281,,,9,999,0.25,2,3.0,2017.0
160897946,291,0.0,2.0,9,349,0.25,0,,
160897946,291,,,9,1103,,2,5.0,2016.0
160897946,334,,,9,1103,,2,5.0,2015.0
1079065272,259,0.0,2.0,20,305,0.25,0,,
1079065272,259,,,9,1017,,2,1.0,2016.0
1079065272,259,,,9,1017,,2,1.0,2015.0
1079065272,259,,,9,1017,0.25,2,2.0,2017.0
22968352,322,0.0,2.0,16,391,0.25,0,,
22968352,300,,,9,1176,,2,581.0,2016.0
22968352,322,,,16,1176,,2,75.0,2015.0
22968352,322,,,9,1176,0.25,2,614.0,2017.0
1059696849,254,0.0,2.0,1,442,0.25,0,,
1059696849,254,,,1,1335,,2,18.0,2016.0
1059696849,254,,,1,1308,,2,18.0,2015.0
1059696849,254,,,1,880,0.25,2,15.0,2017.0
265125448,279,0.0,2.0,9,436,0.25,0,,
265125448,279,,,9,1271,,2,12.0,2016.0
265125448,279,,,9,1271,,2,12.0,2015.0
265125448,279,,,9,1271,0.25,2,2.0,2017.0
600314978,258,0.0,1.0,9,91,0.25,1,,
600314978,259,,,9,1103,,2,8.0,2016.0
600314978,259,,,9,1103,0.25,2,6.0,2017.0
143669928,279,0.0,2.0,9,295,0.25,0,,
143669928,279,,,9,1008,,2,3.0,2016.0
143669928,279,,,9,1008,,2,3.0,2015.0
143669928,279,,,9,1008,0.25,2,2.0,2017.0
646673895,289,,,9,1045,,2,5.0,2016.0
646673895,289,,,9,1045,,2,5.0,2015.0
646673895,289,,,20,1045,0.25,2,3.0,2017.0
807391640,311,0.0,1.0,9,62,0.25,0,,
807391640,311,,,9,585,,2,40.0,2016.0
807391640,342,,,9,589,,2,40.0,2015.0
807391640,342,,,9,585,0.25,2,25.0,2017.0
684879148,258,0.0,2.0,9,398,0.25,0,,
684879148,258,,,9,1381,,2,3.0,2016.0
684879148,264,,,9,1381,,2,3.0,2015.0
684879148,264,,,9,1381,0.25,2,3.0,2017.0
